"","Tank","Treatment","Date","Day_numrecord","Time","Trial","Total_num_urchin","Num_urch_on_kelp","pycno1_position","pycno1_slice","Pycno1 activity","pycno2_position","pycno2_slice","Pycno2 activity","Notes","slice","position","location_count","crev","dist_to_pyc1","dist_to_pyc2","up_dn_pyc1","up_dn_pyc2"
"3446",3,"Star_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,0,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,8,"Inner",0,"N",7,6,"downstream","downstream"
"3447",3,"Star_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,0,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,0.5,NA,0,"N",0.5,1.5,"upstream","upstream"
"3448",3,"Star_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,0,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,2.5,NA,0,"N",1.5,0.5,"downstream","downstream"
"3449",3,"Star_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,0,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,4.5,NA,0,"N",3.5,2.5,"downstream","downstream"
"3450",3,"Star_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,0,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,6.5,NA,0,"N",5.5,4.5,"downstream","downstream"
"3451",3,"Star_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,0,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,0,NA,0,"N",1,2,"upstream","upstream"
"3452",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,1,"Outer_side",3,"N",NA,NA,NA,NA
"3453",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,1,"Outer_bottom",2,"N",NA,NA,NA,NA
"3454",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,1,"Inner",0,"N",NA,NA,NA,NA
"3455",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,2,"Outer_side",1,"N",NA,NA,NA,NA
"3456",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,2,"Outer_bottom",0,"N",NA,NA,NA,NA
"3457",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,2,"Inner",0,"N",NA,NA,NA,NA
"3458",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,3,"Outer_side",0,"N",NA,NA,NA,NA
"3459",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,3,"Outer_bottom",5,"N",NA,NA,NA,NA
"3460",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,3,"Inner",0,"N",NA,NA,NA,NA
"3461",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,4,"Outer_side",3,"N",NA,NA,NA,NA
"3462",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,4,"Outer_bottom",6,"N",NA,NA,NA,NA
"3463",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,4,"Inner",0,"N",NA,NA,NA,NA
"3464",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,6,"Outer_side",0,"N",NA,NA,NA,NA
"3465",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,6,"Outer_bottom",2,"N",NA,NA,NA,NA
"3466",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,6,"Inner",0,"N",NA,NA,NA,NA
"3467",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,5,"Outer_side",0,"N",NA,NA,NA,NA
"3468",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,5,"Outer_bottom",0,"N",NA,NA,NA,NA
"3469",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,5,"Inner",0,"N",NA,NA,NA,NA
"3470",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,7,"Outer_side",0,"N",NA,NA,NA,NA
"3471",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,7,"Outer_bottom",1,"N",NA,NA,NA,NA
"3472",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,7,"Inner",0,"N",NA,NA,NA,NA
"3473",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,8,"Outer_side",0,"N",NA,NA,NA,NA
"3474",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,8,"Outer_bottom",1,"N",NA,NA,NA,NA
"3475",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,8,"Inner",0,"N",NA,NA,NA,NA
"3476",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,"N",NA,NA,NA,NA
"3477",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,2.5,NA,0,"N",NA,NA,NA,NA
"3478",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,4.5,NA,0,"N",NA,NA,NA,NA
"3479",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,6.5,NA,0,"N",NA,NA,NA,NA
"3480",4,"Control_KF",2024-07-23,"2_2",1899-12-30 11:00:00,4,24,6,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"N",NA,NA,NA,NA
"3481",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,1,"Outer_side",2,"N",NA,NA,NA,NA
"3482",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,1,"Outer_bottom",11,"N",NA,NA,NA,NA
"3483",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,1,"Inner",0,"N",NA,NA,NA,NA
"3484",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,2,"Outer_side",1,"N",NA,NA,NA,NA
"3485",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,2,"Outer_bottom",1,"N",NA,NA,NA,NA
"3486",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,2,"Inner",0,"N",NA,NA,NA,NA
"3487",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,3,"Outer_side",0,"N",NA,NA,NA,NA
"3488",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,3,"Outer_bottom",1,"N",NA,NA,NA,NA
"3489",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,3,"Inner",0,"N",NA,NA,NA,NA
"3490",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,4,"Outer_side",0,"N",NA,NA,NA,NA
"3491",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,4,"Outer_bottom",0,"N",NA,NA,NA,NA
"3492",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,4,"Inner",0,"N",NA,NA,NA,NA
"3493",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,6,"Outer_side",0,"N",NA,NA,NA,NA
"3494",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,6,"Outer_bottom",0,"N",NA,NA,NA,NA
"3495",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,6,"Inner",0,"N",NA,NA,NA,NA
"3496",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,5,"Outer_side",2,"N",NA,NA,NA,NA
"3497",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,5,"Outer_bottom",2,"N",NA,NA,NA,NA
"3498",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,5,"Inner",0,"N",NA,NA,NA,NA
"3499",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,7,"Outer_side",0,"N",NA,NA,NA,NA
"3500",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,7,"Outer_bottom",0,"N",NA,NA,NA,NA
"3501",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,7,"Inner",1,"N",NA,NA,NA,NA
"3502",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,8,"Outer_side",0,"N",NA,NA,NA,NA
"3503",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,8,"Outer_bottom",3,"N",NA,NA,NA,NA
"3504",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,8,"Inner",0,"N",NA,NA,NA,NA
"3505",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,"N",NA,NA,NA,NA
"3506",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,2.5,NA,0,"N",NA,NA,NA,NA
"3507",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,4.5,NA,0,"N",NA,NA,NA,NA
"3508",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,6.5,NA,0,"N",NA,NA,NA,NA
"3509",1,"Control_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,17,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"N",NA,NA,NA,NA
"3510",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,1,"Outer_side",1,"N",0,NA,"downstream",NA
"3511",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,1,"Outer_bottom",1,"N",0,NA,"downstream",NA
"3512",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,1,"Inner",0,"N",0,NA,"downstream",NA
"3513",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,2,"Outer_side",0,"N",1,NA,"downstream",NA
"3514",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,2,"Outer_bottom",7,"N",1,NA,"downstream",NA
"3515",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,2,"Inner",0,"N",1,NA,"downstream",NA
"3516",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,3,"Outer_side",1,"N",2,NA,"downstream",NA
"3517",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,3,"Outer_bottom",6,"N",2,NA,"downstream",NA
"3518",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,3,"Inner",0,"N",2,NA,"downstream",NA
"3519",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,4,"Outer_side",0,"N",3,NA,"downstream",NA
"3520",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,4,"Outer_bottom",2,"N",3,NA,"downstream",NA
"3521",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,4,"Inner",0,"N",3,NA,"downstream",NA
"3522",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,6,"Outer_side",0,"N",5,NA,"downstream",NA
"3523",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,6,"Outer_bottom",2,"N",5,NA,"downstream",NA
"3524",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,6,"Inner",0,"N",5,NA,"downstream",NA
"3525",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,5,"Outer_side",0,"N",4,NA,"downstream",NA
"3526",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,5,"Outer_bottom",0,"N",4,NA,"downstream",NA
"3527",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,5,"Inner",0,"N",4,NA,"downstream",NA
"3528",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,7,"Outer_side",0,"N",6,NA,"downstream",NA
"3529",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,7,"Outer_bottom",1,"N",6,NA,"downstream",NA
"3530",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,7,"Inner",0,"N",6,NA,"downstream",NA
"3531",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,8,"Outer_side",0,"N",7,NA,"downstream",NA
"3532",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,8,"Outer_bottom",3,"N",7,NA,"downstream",NA
"3533",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,8,"Inner",0,"N",7,NA,"downstream",NA
"3534",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,0.5,NA,0,"N",0.5,NA,"upstream",NA
"3535",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,2.5,NA,0,"N",1.5,NA,"downstream",NA
"3536",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,4.5,NA,0,"N",3.5,NA,"downstream",NA
"3537",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,6.5,NA,0,"N",5.5,NA,"downstream",NA
"3538",2,"Star_B",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,6,"Outer_bottom",1,"Clamped",NA,NA,NA,NA,0,NA,0,"N",1,NA,"upstream",NA
"3539",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,1,"Outer_side",6,"N",0,1,"downstream","upstream"
"3540",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,1,"Outer_bottom",3,"N",0,1,"downstream","upstream"
"3541",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,1,"Inner",0,"N",0,1,"downstream","upstream"
"3542",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,2,"Outer_side",8,"N",1,0,"downstream","downstream"
"3543",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,2,"Outer_bottom",4,"N",1,0,"downstream","downstream"
"3544",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,2,"Inner",1,"N",1,0,"downstream","downstream"
"3545",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,3,"Outer_side",0,"N",2,1,"downstream","downstream"
"3546",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,3,"Outer_bottom",0,"N",2,1,"downstream","downstream"
"3547",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,3,"Inner",0,"N",2,1,"downstream","downstream"
"3548",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,4,"Outer_side",0,"N",3,2,"downstream","downstream"
"3549",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,4,"Outer_bottom",0,"N",3,2,"downstream","downstream"
"3550",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,4,"Inner",0,"N",3,2,"downstream","downstream"
"3551",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,6,"Outer_side",0,"N",5,4,"downstream","downstream"
"3552",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,6,"Outer_bottom",0,"N",5,4,"downstream","downstream"
"3553",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,6,"Inner",0,"N",5,4,"downstream","downstream"
"3554",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,5,"Outer_side",0,"N",4,3,"downstream","downstream"
"3555",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,5,"Outer_bottom",0,"N",4,3,"downstream","downstream"
"3556",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,5,"Inner",0,"N",4,3,"downstream","downstream"
"3557",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,7,"Outer_side",2,"N",6,5,"downstream","downstream"
"3558",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,7,"Outer_bottom",0,"N",6,5,"downstream","downstream"
"3559",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,7,"Inner",0,"N",6,5,"downstream","downstream"
"3560",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,8,"Outer_side",0,"N",7,6,"downstream","downstream"
"3561",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,8,"Outer_bottom",0,"N",7,6,"downstream","downstream"
"3562",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,8,"Inner",0,"N",7,6,"downstream","downstream"
"3563",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,0.5,NA,0,"N",0.5,1.5,"upstream","upstream"
"3564",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,2.5,NA,0,"N",1.5,0.5,"downstream","downstream"
"3565",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,4.5,NA,0,"N",3.5,2.5,"downstream","downstream"
"3566",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,6.5,NA,0,"N",5.5,4.5,"downstream","downstream"
"3567",3,"Star_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,1,"Outer_bottom",1,"Clamped","Outer_side",2,"Clamped",NA,0,NA,0,"N",1,2,"upstream","upstream"
"3568",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,1,"Outer_side",0,"N",NA,NA,NA,NA
"3569",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,1,"Outer_bottom",5,"N",NA,NA,NA,NA
"3570",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,1,"Inner",0,"N",NA,NA,NA,NA
"3571",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,2,"Outer_side",1,"N",NA,NA,NA,NA
"3572",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,2,"Outer_bottom",0,"N",NA,NA,NA,NA
"3573",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,2,"Inner",0,"N",NA,NA,NA,NA
"3574",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,3,"Outer_side",0,"N",NA,NA,NA,NA
"3575",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,3,"Outer_bottom",2,"N",NA,NA,NA,NA
"3576",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,3,"Inner",0,"N",NA,NA,NA,NA
"3577",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,4,"Outer_side",4,"N",NA,NA,NA,NA
"3578",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,4,"Outer_bottom",7,"N",NA,NA,NA,NA
"3579",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,4,"Inner",0,"N",NA,NA,NA,NA
"3580",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,6,"Outer_side",0,"N",NA,NA,NA,NA
"3581",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,6,"Outer_bottom",3,"N",NA,NA,NA,NA
"3582",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,6,"Inner",0,"N",NA,NA,NA,NA
"3583",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,5,"Outer_side",0,"N",NA,NA,NA,NA
"3584",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,5,"Outer_bottom",0,"N",NA,NA,NA,NA
"3585",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,5,"Inner",0,"N",NA,NA,NA,NA
"3586",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,7,"Outer_side",0,"N",NA,NA,NA,NA
"3587",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,7,"Outer_bottom",1,"N",NA,NA,NA,NA
"3588",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,7,"Inner",0,"N",NA,NA,NA,NA
"3589",4,"Control_KF",2024-07-23,"2_3",1899-12-30 14:00:00,4,24,5,NA,NA,NA,NA,NA,NA,NA,8,"Outer_side",0,"N",NA,NA,NA,NA
